cntr,ra,dec,sigra,sigdec,sigradec,wx,wy,coadd_id,src,rchi2,xsc_prox,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,rho12,rho23,rho34,q12,q23,q34,blend_ext_flags,w1mpro,w1sigmpro,w1snr,w1rchi2,w1sat,w1nm,w1m,w1cov,w1frtr,w1flux,w1sigflux,w1sky,w1sigsky,w1conf,w1mag,w1sigmag,w1mcor,w1magp,w1sigp1,w1sigp2,w1dmag,w1mjdmin,w1mjdmax,w1mjdmean,w1rsemi,w1ba,w1pa,w1gmag,w1siggmag,w1flg,w1gflg,ph_qual_det1,w1ndf,w1mlq,w1cc_map,var_flg1,moon_lev1,satnum1,w2mpro,w2sigmpro,w2snr,w2rchi2,w2sat,w2nm,w2m,w2cov,w2frtr,w2flux,w2sigflux,w2sky,w2sigsky,w2conf,w2mag,w2sigmag,w2mcor,w2magp,w2sigp1,w2sigp2,w2dmag,w2mjdmin,w2mjdmax,w2mjdmean,w2rsemi,w2ba,w2pa,w2gmag,w2siggmag,w2flg,w2gflg,ph_qual_det2,w2ndf,w2mlq,w2cc_map,var_flg2,moon_lev2,satnum2,w3mpro,w3sigmpro,w3snr,w3rchi2,w3sat,w3nm,w3m,w3cov,w3frtr,w3flux,w3sigflux,w3sky,w3sigsky,w3conf,w3mag,w3sigmag,w3mcor,w3magp,w3sigp1,w3sigp2,w3dmag,w3mjdmin,w3mjdmax,w3mjdmean,w3rsemi,w3ba,w3pa,w3gmag,w3siggmag,w3flg,w3gflg,ph_qual_det3,w3ndf,w3mlq,w3cc_map,var_flg3,moon_lev3,satnum3,w4mpro,w4sigmpro,w4snr,w4rchi2,w4sat,w4nm,w4m,w4cov,w4frtr,w4flux,w4sigflux,w4sky,w4sigsky,w4conf,w4mag,w4sigmag,w4mcor,w4magp,w4sigp1,w4sigp2,w4dmag,w4mjdmin,w4mjdmax,w4mjdmean,w4rsemi,w4ba,w4pa,w4gmag,w4siggmag,w4flg,w4gflg,ph_qual_det4,w4ndf,w4mlq,w4cc_map,var_flg4,moon_lev4,satnum4,w1mag_1,w1sigmag_1,w1flg_1,w1mag_2,w1sigmag_2,w1flg_2,w1mag_3,w1sigmag_3,w1flg_3,w1mag_4,w1sigmag_4,w1flg_4,w1mag_5,w1sigmag_5,w1flg_5,w1mag_6,w1sigmag_6,w1flg_6,w1mag_7,w1sigmag_7,w1flg_7,w1mag_8,w1sigmag_8,w1flg_8,w2mag_1,w2sigmag_1,w2flg_1,w2mag_2,w2sigmag_2,w2flg_2,w2mag_3,w2sigmag_3,w2flg_3,w2mag_4,w2sigmag_4,w2flg_4,w2mag_5,w2sigmag_5,w2flg_5,w2mag_6,w2sigmag_6,w2flg_6,w2mag_7,w2sigmag_7,w2flg_7,w2mag_8,w2sigmag_8,w2flg_8,w3mag_1,w3sigmag_1,w3flg_1,w3mag_2,w3sigmag_2,w3flg_2,w3mag_3,w3sigmag_3,w3flg_3,w3mag_4,w3sigmag_4,w3flg_4,w3mag_5,w3sigmag_5,w3flg_5,w3mag_6,w3sigmag_6,w3flg_6,w3mag_7,w3sigmag_7,w3flg_7,w3mag_8,w3sigmag_8,w3flg_8,w4mag_1,w4sigmag_1,w4flg_1,w4mag_2,w4sigmag_2,w4flg_2,w4mag_3,w4sigmag_3,w4flg_3,w4mag_4,w4sigmag_4,w4flg_4,w4mag_5,w4sigmag_5,w4flg_5,w4mag_6,w4sigmag_6,w4flg_6,w4mag_7,w4sigmag_7,w4flg_7,w4mag_8,w4sigmag_8,w4flg_8,glat,glon,rjce
1601241000345,0.5915675,-2.1200251,0.5247,0.5516,-0.1723,500.243,462.333,0000m016_ab41,345,0.9627,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-40,10,32,1,0,0,1,16.231,0.093,11.7,0.8154,0,9,11,11.756,0,51.001,4.3481,17.99,2.892,0,16.001,0.123,0.261,16.228,0.21,0.063,0.708,55367.62636863,55368.61858328,55368.13147069,9999,9999,9999,9999,9999,0,0,129,10,0,0,1,0,0,16.197,0.29,3.7,0.9773,0,0,11,11.883,0,20.946,5.5919,44.442,3.874,0,16.104,0.47,0.319,16.146,0.941,0.284,3.656,55367.62636863,55368.61858328,55368.13147069,9999,9999,9999,9999,9999,0,0,2,8,0,0,16,0,0,12.011,9999,1.4,1.007,0,1,11,11.937,0,104.06,72.271,3325.296,29.902,0,12.187,9999,0.825,14.611,5.593,1.686,2.767,55367.62636863,55368.61858328,55368.13147069,9999,9999,9999,9999,9999,32,0,16,5,1,0,16,0,0,9.018,9999,-1.2,1.08,0,0,11,11.8,0,-24.062,19.577,1125.445,11.049,0.244,8.034,9999,0.576,9999,9999,9999,3.121,55367.62636863,55368.61858328,55368.13147069,9999,9999,9999,9999,9999,32,0,16,4,0,0,16,0,0,16.68,0.13,0,16.262,0.123,0,16.108,0.123,0,16.026,0.123,0,15.946,0.123,0,15.83,0.123,1,15.655,0.123,1,15.367,0.123,1,16.853,0.5,0,16.423,0.47,0,15.571,0.47,32,15.474,0.47,32,15.398,0.47,32,15.341,0.47,32,15.233,0.47,32,14.961,0.47,32,14.657,9999,32,13.012,9999,32,12.727,9999,32,12.497,9999,32,12.295,9999,32,13.763,9999,32,12.63,9999,32,11.801,9999,32,9.044,9999,32,8.61,9999,32,8.265,9999,32,7.972,9999,32,7.711,9999,32,7.476,9999,32,7.26,9999,32,7.062,9999,32,-62.3671493992443,95.6855137174975,-13746.38
1601241000346,0.7347132,-2.0378874,0.5887,0.6228,-0.1919,125.647,677.265,0000m016_ab41,346,0.8881,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-31,20,82,1,0,1,1,17.047,0.164,6.6,0.7806,0,2,13,12.907,0,24.046,3.6316,17.982,3.003,0,17.033,0.397,0.261,17.08,0.807,0.224,4.077,55367.75867244,55368.88319089,55368.29799623,9999,9999,9999,9999,9999,1,0,130,12,1,0,16,0,0,15.325,0.126,8.6,0.8516,0,3,13,12.8,0,46.764,5.408,44.485,3.86,0,15.361,0.212,0.319,15.389,0.293,0.081,4.167,55367.75867244,55368.88319089,55368.29799623,9999,9999,9999,9999,9999,1,0,2,12,0,0,16,0,0,11.407,0.167,6.5,1.056,0,2,13,12.851,0,433.62,66.856,3327.123,30.583,0,11.377,0.286,0.825,11.548,0.483,0.134,2.342,55367.75867244,55368.88319089,55368.29799623,9999,9999,9999,9999,9999,1,0,2,12,0,0,16,0,0,9.156,9999,-0.3,0.8879,0,0,13,12.845,0,-4.4201,17.249,1124.985,10.68,0.561,8.193,9999,0.576,9999,9999,9999,0.499,55367.75867244,55368.88319089,55368.29799623,9999,9999,9999,9999,9999,32,0,16,4,0,0,16,0,0,17.583,0.37,1,17.294,0.397,1,17.278,0.397,1,16.45,0.397,32,16.297,0.397,32,16.096,0.397,32,15.926,0.397,32,15.775,0.397,32,16.127,0.229,1,15.68,0.212,1,15.473,0.212,1,15.332,0.212,1,15.231,0.212,1,15.17,0.212,1,15.175,0.212,1,15.205,0.212,1,12.86,0.373,1,12.202,0.286,1,11.772,0.286,1,11.479,0.286,1,11.297,0.286,1,11.167,0.286,1,11.051,0.286,1,10.958,0.286,1,9.206,9999,32,8.769,9999,32,8.424,9999,32,8.132,9999,32,7.872,9999,32,7.638,9999,32,7.423,9999,32,7.225,9999,32,-62.3500342015984,96.0391517515704,-13747.4
1601241000347,0.4732966,-2.0040852,0.5861,0.6265,-0.1832,809.588,765.941,0000m016_ab41,347,0.9941,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,14,27,-65,0,0,0,1,16.734,0.131,8.3,0.8202,0,4,12,12.85,0,32.086,3.8636,17.943,3.018,0,16.486,0.206,0.261,16.751,0.555,0.16,2.82,55367.62636863,55368.61858328,55368.12242296,9999,9999,9999,9999,9999,0,0,130,11,1,0,1,0,0,15.29,0.127,8.6,1.029,0,4,12,12.831,0,48.304,5.6391,44.225,3.897,0,15.248,0.182,0.319,15.273,0.496,0.143,2.675,55367.62636863,55368.61858328,55368.12242296,9999,9999,9999,9999,9999,0,0,2,11,1,0,0,0,0,12.386,9999,0.5,1.1,0,0,12,12.884,0,35.548,70.237,3317.007,30.776,0.859,12.273,9999,0.825,13.768,5.094,1.471,1.725,55367.62636863,55368.61858328,55368.12242296,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,8.805,9999,0.6,1.055,0,1,12,12.855,0,10.785,18.428,1123.578,10.992,1.126,8.386,9999,0.576,10.302,9.255,2.672,2.806,55367.62636863,55368.61858328,55368.12242296,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,17.111,0.205,0,16.747,0.206,0,16.646,0.206,0,16.682,0.206,0,16.75,0.206,0,16.718,0.206,0,16.589,0.206,0,16.415,0.206,0,16.034,0.2,0,15.567,0.182,0,15.355,0.182,0,15.236,0.182,0,15.163,0.182,0,15.101,0.182,0,15.099,0.182,0,15.228,0.182,0,13.291,9999,32,13.098,9999,32,12.772,9999,32,12.545,9999,32,12.349,9999,32,12.176,9999,32,12.018,9999,32,11.87,9999,32,9.394,9999,32,8.962,9999,32,8.62,9999,32,8.325,9999,32,8.065,9999,32,7.83,9999,32,7.615,9999,32,7.417,9999,32,-62.2130343984595,95.5554008349016,-13747.56
1601241000349,0.641653,-2.0181493,0.5824,0.5982,-0.1727,369.104,729.014,0000m016_ab41,349,0.9687,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,56,-59,0,1,0,0,1,16.308,0.099,11,0.8584,0,7,11,10.9,0,47.523,4.339,18.004,2.792,0,16.338,0.194,0.261,16.328,0.27,0.081,0.95,55367.75867244,55368.75088708,55368.22166045,9999,9999,9999,9999,9999,1,0,129,10,0,0,1,0,0,16.253,0.304,3.6,0.9288,0,2,11,10.899,0,19.896,5.5684,44.33,3.849,0.177,15.634,9999,0.319,16.241,1.216,0.367,1.376,55367.75867244,55368.75088708,55368.22166045,9999,9999,9999,9999,9999,32,0,2,7,0,0,16,0,0,12.541,9999,0.1,1.029,0,0,11,10.944,0,9.8724,71.38,3325.331,30.957,0.539,12.041,9999,0.825,9999,9999,9999,1.896,55367.75867244,55368.75088708,55368.22166045,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,9.068,9999,0,1.083,0,0,11,10.966,0,0.15514,18.626,1125.043,11.05,0.722,8.274,9999,0.576,9999,9999,9999,1.657,55367.75867244,55368.75088708,55368.22166045,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,17.004,0.204,1,16.599,0.194,1,16.275,0.194,1,16.01,0.194,1,15.869,0.194,1,15.799,0.194,1,15.787,0.194,1,15.786,0.194,1,16.272,9999,32,15.953,9999,32,15.77,9999,32,15.548,9999,32,15.239,9999,32,15.577,9999,1,15.247,9999,1,14.969,9999,1,13.225,9999,32,12.866,9999,32,12.594,9999,32,12.364,9999,32,12.159,9999,32,11.978,9999,32,11.814,9999,32,11.665,9999,32,9.284,9999,32,8.85,9999,32,8.505,9999,32,8.214,9999,32,7.954,9999,32,7.72,9999,32,7.506,9999,32,7.308,9999,32,-62.2944091101316,95.8731612066121,-13747.03
1601241000350,0.4970424,-2.0323992,0.5732,0.6091,-0.1684,747.478,691.8,0000m016_ab41,350,0.8823,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,19,-7,-6,0,0,0,1,16.395,0.105,10.3,0.8873,0,6,11,11.919,0,43.863,4.257,18.012,2.985,0,16.331,0.19,0.261,16.41,0.243,0.073,0.712,55367.62636863,55368.61858328,55368.07732905,9999,9999,9999,9999,9999,1,0,129,10,0,0,0,0,0,15.781,0.198,5.5,0.8408,0,2,11,11.794,0,30.723,5.6156,44.269,3.835,0.069,15.873,0.515,0.319,15.922,0.563,0.17,1.805,55367.62636863,55368.61858328,55368.07732905,9999,9999,9999,9999,9999,1,0,2,10,0,0,16,0,0,12.268,9999,0.7,0.8867,0,0,11,11.882,0,50.013,73.112,3320.586,31.726,0.76,11.918,9999,0.825,13.722,4.048,1.22,3.28,55367.62636863,55368.61858328,55368.07732905,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,8.814,9999,0.4,0.9367,0,0,11,11.823,0,8.6642,19.288,1124.345,11.147,0.733,8.113,9999,0.576,10.851,9.948,2.999,1.579,55367.62636863,55368.61858328,55368.07732905,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,16.966,0.194,1,16.592,0.19,1,16.403,0.19,1,16.2,0.19,1,15.996,0.19,1,15.837,0.19,1,15.713,0.19,1,15.598,0.19,1,15.869,9999,32,16.192,0.515,1,15.254,0.515,32,15.116,0.515,32,15.001,0.515,32,14.885,0.515,32,14.757,0.515,32,14.651,0.515,32,13.053,9999,32,12.743,9999,32,12.64,9999,32,12.407,9999,32,12.207,9999,32,12.027,9999,32,11.86,9999,32,11.708,9999,32,9.199,9999,32,8.689,9999,32,8.239,9999,32,7.894,9999,32,7.615,9999,32,7.336,9999,32,7.047,9999,32,6.796,9999,32,-62.2485817705304,95.576995538314,-13746.7
3101241000062,0.6294517,-3.6131328,0.1509,0.1528,-0.037,403.298,517.905,0000m031_ab41,62,0.9474,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-14,-4,96,0,0,4,1,14.626,0.035,31.4,0.8591,0,11,11,10.946,0,223.75,7.1259,17.915,3.093,0.123,14.599,0.042,0.261,14.623,0.087,0.026,0.304,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,0,0,129,10,0,0,0,0,0,13.53,0.041,26.2,0.9465,0,11,11,10.854,0,244.24,9.3251,44.154,3.876,0.098,13.521,0.042,0.319,13.557,0.096,0.029,0.404,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,0,0,1,10,0,0,0,0,0,10.847,0.12,9.1,1.081,0,5,11,10.945,0,726.47,80.027,3309.827,31.091,3.027,10.843,0.165,0.825,10.872,0.506,0.153,1.465,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,0,0,2,10,1,0,3,0,0,8.751,0.512,2.1,0.9272,0,1,11,10.896,0,50.055,23.587,1112.687,11.757,3.4,8.358,0.518,0.576,8.307,1.352,0.408,3.612,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,1,0,4,6,0,0,16,0,0,15.228,0.044,0,14.86,0.042,0,14.711,0.042,1,14.595,0.042,1,14.445,0.042,1,14.251,0.042,1,14.059,0.042,1,13.93,0.042,1,14.282,0.046,0,13.84,0.042,0,13.664,0.042,1,13.572,0.042,1,13.485,0.042,1,13.383,0.042,1,13.281,0.042,1,13.195,0.042,1,12.264,0.207,0,11.668,0.165,0,11.31,0.165,0,11.07,0.165,1,10.88,0.165,1,10.687,0.165,1,10.526,0.165,1,10.421,0.165,1,8.748,9999,32,8.934,0.518,1,8.511,0.518,1,8.273,0.518,1,7.959,0.518,1,7.672,0.518,1,7.417,0.518,1,7.173,0.518,1,-63.7401421901325,94.3876170470743,-13749.94
3101241000063,0.6577352,-3.5458666,0.1541,0.1515,-0.0241,329.273,693.969,0000m031_ab41,63,1.033,9999,1319888279,0.302,122.7,1,14.665,0.033,14.346,0.046,14.414,0.084,-10,68,76,0,1,1,1,14.257,0.031,35,1.042,0,12,12,11.879,0,314.24,8.9899,17.91,2.973,0.092,14.266,0.031,0.261,14.271,0.039,0.011,0.193,55367.09740833,55368.22192674,55367.65966749,9999,9999,9999,9999,9999,0,0,129,11,0,0,0,0,0,14.407,0.07,15.5,0.9242,0,10,12,11.75,0,108.94,7.0158,44.184,4.031,0.178,14.442,0.121,0.319,14.399,0.268,0.077,1.012,55367.09740833,55368.22192674,55367.65966749,9999,9999,9999,9999,9999,0,0,1,11,1,0,1,0,0,12.264,9999,0.7,0.929,0,0,12,11.802,0,50.769,73.136,3308.453,30.574,2.363,12.176,9999,0.825,13.789,7.043,2.033,1.734,55367.09740833,55368.22192674,55367.65966749,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,8.554,0.335,3.2,1.256,0,1,12,11.912,0,60.033,18.496,1112.564,10.771,0.927,8.175,9999,0.576,8.334,1.332,0.385,1.314,55367.09740833,55368.22192674,55367.65966749,9999,9999,9999,9999,9999,32,0,2,7,0,0,16,0,0,14.891,0.032,0,14.527,0.031,0,14.406,0.031,1,14.361,0.031,1,14.315,0.031,1,14.224,0.031,1,14.058,0.031,1,13.793,0.031,1,15.205,0.132,0,14.761,0.121,0,14.587,0.121,1,14.529,0.121,1,14.485,0.121,1,14.391,0.121,1,14.216,0.121,1,13.936,0.121,1,14.402,9999,32,13.001,9999,32,12.722,9999,32,12.491,9999,32,12.441,9999,32,11.909,9999,32,11.579,9999,32,11.3,9999,32,9.08,9999,32,8.751,9999,32,8.625,9999,32,8.408,9999,32,8.151,9999,32,7.919,9999,32,7.707,9999,32,7.511,9999,32,-63.6912659628054,94.5099103802978,0.4520433
3101241000064,0.5201348,-3.7020705,0.1542,0.1555,-0.0392,689.06,285.214,0000m031_ab41,64,1.02,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-11,-21,19,0,0,0,1,14.803,0.038,28.2,1.05,0,11,11,10.928,0,190.04,6.7333,17.911,3.069,0.073,14.699,0.038,0.261,14.781,0.05,0.015,0.323,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,0,0,129,10,0,0,0,0,0,13.351,0.037,29.3,1,0,11,11,10.862,0,288.25,9.8329,44.161,4.091,0.107,13.364,0.041,0.319,13.351,0.104,0.031,0.277,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,0,0,1,10,0,0,0,0,0,10.845,0.131,8.3,1.042,0,5,11,10.986,0,727.63,88.081,3310.351,33.689,6.713,10.628,0.135,0.825,10.733,0.451,0.136,3.118,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,0,0,2,10,1,0,0,0,0,8.177,0.296,3.7,1.014,0,0,11,10.931,0,84.983,23.172,1111.235,12.473,3.762,7.296,9999,0.576,7.951,0.786,0.237,1.495,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,2,7,0,0,16,0,0,15.361,0.041,0,14.96,0.038,0,14.804,0.038,1,14.73,0.038,1,14.662,0.038,1,14.549,0.038,1,14.382,0.038,1,14.2,0.038,1,14.119,0.045,0,13.683,0.041,0,13.515,0.041,1,13.435,0.041,1,13.37,0.041,1,13.292,0.041,1,13.199,0.041,1,13.105,0.041,1,12.04,0.166,0,11.453,0.135,0,11.134,0.135,1,10.941,0.135,1,10.798,0.135,1,10.679,0.135,1,10.582,0.135,1,10.511,0.135,1,9.053,0.54,1,7.872,9999,32,7.54,9999,32,7.29,9999,32,7.132,9999,32,7.011,9999,32,6.916,9999,32,6.835,9999,32,-63.7737926923221,94.0785302889645,-13750.15
1601241000351,0.6789333,-2.1917066,0.5815,0.5774,-0.138,271.755,274.606,0000m016_ab41,351,0.8879,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,26,-99,80,0,2,1,1,16.263,0.094,11.5,0.8642,0,6,12,11.332,0,49.533,4.293,17.988,2.849,0,16.096,0.169,0.261,16.253,0.313,0.09,1.081,55367.62636863,55368.75088708,55368.20516057,9999,9999,9999,9999,9999,1,0,129,11,0,0,0,0,0,16.18,9999,1.9,0.9238,0,0,12,11.698,0,10.232,5.5216,44.397,3.926,0,16.219,0.46,0.319,16.943,2.219,0.641,3.335,55367.62636863,55368.75088708,55368.20516057,9999,9999,9999,9999,9999,1,0,16,7,0,0,16,0,0,12.656,9999,-0.4,0.8574,0,0,12,11.899,0,-29.679,68.65,3326.227,30.666,0,12.181,9999,0.825,9999,9999,9999,4.488,55367.62636863,55368.75088708,55368.20516057,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,9.142,9999,-0.4,0.9269,0,0,12,11.823,0,-6.9172,17.469,1127.005,10.879,1.416,10.057,9999,0.576,9999,9999,9999,2.569,55367.62636863,55368.75088708,55368.20516057,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,16.873,0.196,1,16.357,0.169,1,16.015,0.169,1,15.843,0.169,1,15.779,0.169,1,15.682,0.169,1,15.543,0.169,1,15.43,0.169,1,16.4,9999,32,16.538,0.46,1,16.152,0.46,1,15.935,0.46,1,15.865,0.46,1,15.093,0.46,32,14.978,0.46,32,14.853,0.46,32,13.372,9999,32,13.006,9999,32,12.722,9999,32,12.492,9999,32,12.286,9999,32,12.106,9999,32,11.85,9999,32,11.612,9999,32,9.467,9999,32,10.633,9999,32,8.603,9999,32,8.418,9999,32,8.166,9999,32,7.938,9999,32,7.729,9999,32,7.536,9999,32,-62.4681571177547,95.7947372620788,-13746.22
1601241000352,0.5802471,-2.079024,0.5538,0.5832,-0.1816,529.822,569.683,0000m016_ab41,352,1.028,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,47,43,-86,1,0,0,1,16.206,0.095,11.4,1.094,0,7,10,10.938,0,52.18,4.5716,17.97,2.967,0,15.78,0.106,0.261,16.112,0.178,0.056,1.918,55367.62636863,55368.61858328,55368.14228976,9999,9999,9999,9999,9999,1,0,129,9,1,0,1,0,0,16.161,0.323,3.4,0.8384,0,0,9,9.968,0,21.666,6.4463,44.429,4.101,0.037,15.629,0.313,0.319,16.287,1.666,0.555,2.998,55367.62636863,55368.61858328,55368.11876908,9999,9999,9999,9999,9999,1,0,2,6,0,0,16,0,0,12.537,9999,-0.4,1.185,0,0,10,10.881,0,-28.65,76.595,3323.31,29.9,0,12.005,9999,0.825,9999,9999,9999,1.695,55367.62636863,55368.61858328,55368.14228976,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,9.005,9999,-0.4,0.9934,0,0,10,11.463,0,-7.1176,19.805,1125.68,10.928,0.924,8.105,9999,0.576,9999,9999,9999,3.365,55367.62636863,55368.61858328,55368.14228976,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,16.598,0.129,1,16.041,0.106,1,15.747,0.106,1,15.546,0.106,1,15.39,0.106,1,15.287,0.106,1,15.226,0.106,1,15.176,0.106,1,16.544,0.391,1,15.948,0.313,1,15.601,0.313,1,15.409,0.313,1,15.328,0.313,1,15.303,0.313,1,15.324,0.313,1,14.628,0.313,32,13.19,9999,32,12.83,9999,32,12.549,9999,32,12.315,9999,32,12.117,9999,32,11.938,9999,32,11.774,9999,32,11.625,9999,32,9.252,9999,32,8.681,9999,32,8.22,9999,32,8.008,9999,32,8.003,9999,32,7.962,9999,32,7.762,9999,32,7.576,9999,32,-62.3250979108151,95.69926659692,-13747.03
1601241000353,0.5891754,-2.1962582,0.6597,0.6698,-0.1902,506.575,262.754,0000m016_ab41,353,0.8867,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-31,-37,0,0,0,0,1,16.353,0.11,9.9,0.8942,0,4,9,10.053,0,45.586,4.6109,18.048,2.994,0,16.298,0.245,0.261,16.399,0.474,0.158,1.324,55367.62636863,55368.61858328,55368.12615466,9999,9999,9999,9999,9999,1,0,130,8,1,0,1,0,0,16.125,0.312,3.5,0.9263,0,2,9,10.06,0,22.392,6.4261,44.388,3.982,0,15.823,0.443,0.319,16.107,1.232,0.411,2.901,55367.62636863,55368.61858328,55368.12615466,9999,9999,9999,9999,9999,1,0,2,6,1,0,16,0,0,12.491,9999,-0.3,0.9075,0,0,9,9.331,0,-20.242,79.9,3322.639,30.634,0,11.933,9999,0.825,9999,9999,9999,1.209,55367.62636863,55368.61858328,55368.12615466,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,8.894,9999,-0.4,0.8456,0,0,9,10.625,0,-9.3917,21.939,1126.306,11.612,0.315,7.943,9999,0.576,9999,9999,9999,2.512,55367.62636863,55368.61858328,55368.12615466,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,16.926,0.246,1,16.559,0.245,1,16.417,0.245,1,16.294,0.245,1,16.166,0.245,1,16.074,0.245,1,16.016,0.245,1,15.97,0.245,1,16.654,0.508,1,16.142,0.443,1,15.94,0.443,1,15.144,0.443,32,15.075,0.443,32,15.005,0.443,32,14.976,0.443,32,14.986,0.443,32,13.12,9999,32,12.758,9999,32,12.48,9999,32,12.254,9999,32,12.056,9999,32,11.879,9999,32,11.721,9999,32,11.574,9999,32,8.953,9999,32,8.519,9999,32,8.174,9999,32,7.88,9999,32,7.621,9999,32,7.386,9999,32,7.17,9999,32,6.971,9999,32,-62.4357649815002,95.6136264189419,-13746.77
3101241000065,0.4764133,-3.5420704,0.1643,0.1592,-0.0283,803.069,704.153,0000m031_ab41,65,0.9532,9999,716178772,0.29,42.6,1,15.14,0.055,14.744,0.097,14.503,0.104,-25,3,26,0,0,0,1,14.358,0.032,33.5,1.044,0,11,11,11.901,0,286.21,8.5374,17.921,2.977,0,14.313,0.037,0.261,14.36,0.061,0.018,0.204,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,1,0,129,10,0,0,0,0,0,14.349,0.067,16.1,0.9526,0,10,11,11.765,0,114.9,7.1406,44.173,3.976,0.05,14.295,0.109,0.319,14.354,0.158,0.048,0.575,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,1,0,1,10,0,0,0,0,0,12.199,0.379,2.9,0.8366,0,1,11,11.948,0,209.16,73.013,3310.454,29.196,0.62,11.648,9999,0.825,12.49,1.31,0.395,2.999,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,4,8,1,0,16,0,0,8.632,9999,1.1,1.004,0,0,11,11.813,0,19.331,18.276,1113.367,10.508,0.727,8.132,9999,0.576,8.774,1.469,0.443,0.901,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,14.961,0.039,1,14.574,0.037,1,14.435,0.037,1,14.368,0.037,1,14.324,0.037,1,14.297,0.037,1,14.286,0.037,1,14.272,0.037,1,15.079,0.122,1,14.614,0.109,1,14.412,0.109,1,14.309,0.109,1,14.265,0.109,1,14.246,0.109,1,14.245,0.109,1,14.268,0.109,1,12.922,9999,32,12.473,9999,32,12.198,9999,32,11.981,9999,32,11.79,9999,32,11.612,9999,32,11.405,9999,32,11.199,9999,32,9.143,9999,32,8.708,9999,32,8.363,9999,32,8.07,9999,32,7.808,9999,32,7.573,9999,32,7.357,9999,32,7.157,9999,32,-63.6105735643159,94.1448353359641,0.08757663
