cntr,ra,dec,sigra,sigdec,sigradec,wx,wy,coadd_id,src,rchi2,xsc_prox,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,rho12,rho23,rho34,q12,q23,q34,blend_ext_flags,w1mpro,w1sigmpro,w1snr,w1rchi2,w1sat,w1nm,w1m,w1cov,w1frtr,w1flux,w1sigflux,w1sky,w1sigsky,w1conf,w1mag,w1sigmag,w1mcor,w1magp,w1sigp1,w1sigp2,w1dmag,w1mjdmin,w1mjdmax,w1mjdmean,w1rsemi,w1ba,w1pa,w1gmag,w1siggmag,w1flg,w1gflg,ph_qual_det1,w1ndf,w1mlq,w1cc_map,var_flg1,moon_lev1,satnum1,w2mpro,w2sigmpro,w2snr,w2rchi2,w2sat,w2nm,w2m,w2cov,w2frtr,w2flux,w2sigflux,w2sky,w2sigsky,w2conf,w2mag,w2sigmag,w2mcor,w2magp,w2sigp1,w2sigp2,w2dmag,w2mjdmin,w2mjdmax,w2mjdmean,w2rsemi,w2ba,w2pa,w2gmag,w2siggmag,w2flg,w2gflg,ph_qual_det2,w2ndf,w2mlq,w2cc_map,var_flg2,moon_lev2,satnum2,w3mpro,w3sigmpro,w3snr,w3rchi2,w3sat,w3nm,w3m,w3cov,w3frtr,w3flux,w3sigflux,w3sky,w3sigsky,w3conf,w3mag,w3sigmag,w3mcor,w3magp,w3sigp1,w3sigp2,w3dmag,w3mjdmin,w3mjdmax,w3mjdmean,w3rsemi,w3ba,w3pa,w3gmag,w3siggmag,w3flg,w3gflg,ph_qual_det3,w3ndf,w3mlq,w3cc_map,var_flg3,moon_lev3,satnum3,w4mpro,w4sigmpro,w4snr,w4rchi2,w4sat,w4nm,w4m,w4cov,w4frtr,w4flux,w4sigflux,w4sky,w4sigsky,w4conf,w4mag,w4sigmag,w4mcor,w4magp,w4sigp1,w4sigp2,w4dmag,w4mjdmin,w4mjdmax,w4mjdmean,w4rsemi,w4ba,w4pa,w4gmag,w4siggmag,w4flg,w4gflg,ph_qual_det4,w4ndf,w4mlq,w4cc_map,var_flg4,moon_lev4,satnum4,w1mag_1,w1sigmag_1,w1flg_1,w1mag_2,w1sigmag_2,w1flg_2,w1mag_3,w1sigmag_3,w1flg_3,w1mag_4,w1sigmag_4,w1flg_4,w1mag_5,w1sigmag_5,w1flg_5,w1mag_6,w1sigmag_6,w1flg_6,w1mag_7,w1sigmag_7,w1flg_7,w1mag_8,w1sigmag_8,w1flg_8,w2mag_1,w2sigmag_1,w2flg_1,w2mag_2,w2sigmag_2,w2flg_2,w2mag_3,w2sigmag_3,w2flg_3,w2mag_4,w2sigmag_4,w2flg_4,w2mag_5,w2sigmag_5,w2flg_5,w2mag_6,w2sigmag_6,w2flg_6,w2mag_7,w2sigmag_7,w2flg_7,w2mag_8,w2sigmag_8,w2flg_8,w3mag_1,w3sigmag_1,w3flg_1,w3mag_2,w3sigmag_2,w3flg_2,w3mag_3,w3sigmag_3,w3flg_3,w3mag_4,w3sigmag_4,w3flg_4,w3mag_5,w3sigmag_5,w3flg_5,w3mag_6,w3sigmag_6,w3flg_6,w3mag_7,w3sigmag_7,w3flg_7,w3mag_8,w3sigmag_8,w3flg_8,w4mag_1,w4sigmag_1,w4flg_1,w4mag_2,w4sigmag_2,w4flg_2,w4mag_3,w4sigmag_3,w4flg_3,w4mag_4,w4sigmag_4,w4flg_4,w4mag_5,w4sigmag_5,w4flg_5,w4mag_6,w4sigmag_6,w4flg_6,w4mag_7,w4sigmag_7,w4flg_7,w4mag_8,w4sigmag_8,w4flg_8,glat,glon,rjce
4601241000053,0.6185446,-5.1533118,0.1222,0.1246,-0.0209,435.108,450.335,0000m046_ab41,53,0.9249,9999,1319885779,0.42,10,1,17.072,0.204,16.25,0.214,15.337,0.184,37,-13,27,1,0,0,1,14.087,0.031,35.5,0.8729,0,14,14,13.813,0,367.46,10.339,17.725,3.214,0.269,14.04,0.027,0.261,14.1,0.059,0.016,0.293,55366.43614409,55367.56066249,55367.01260145,9999,9999,9999,9999,9999,0,0,129,13,0,0,1,0,0,13.328,0.035,30.8,0.9413,0,14,14,13.768,0,294.42,9.5546,43.827,4.078,0.314,13.305,0.045,0.319,13.328,0.062,0.017,0.181,55366.43614409,55367.56066249,55367.01260145,9999,9999,9999,9999,9999,0,0,1,13,0,0,1,0,0,10.702,0.104,10.4,0.9901,0,3,13,13.873,0,830.31,79.569,3240.982,32.505,5.291,10.641,0.12,0.825,10.677,0.422,0.117,1.349,55366.56844785,55367.56066249,55367.05694433,9999,9999,9999,9999,9999,0,0,1,12,1,0,16,0,0,8.579,0.368,2.9,0.9192,0,0,14,13.811,0,58.644,19.897,1082.102,11.94,3.107,7.945,0.341,0.576,8.356,0.8,0.214,4.052,55366.43614409,55367.56066249,55367.01260145,9999,9999,9999,9999,9999,1,0,4,12,0,0,16,0,0,14.681,0.028,0,14.301,0.027,0,14.162,0.027,0,14.107,0.027,1,14.085,0.027,1,14.073,0.027,1,14.069,0.027,1,14.079,0.027,1,14.069,0.049,0,13.624,0.045,0,13.456,0.045,0,13.4,0.045,1,13.389,0.045,1,13.392,0.045,1,13.392,0.045,1,13.388,0.045,1,12.037,0.146,0,11.466,0.12,0,11.173,0.12,0,11.013,0.12,0,10.925,0.12,1,10.891,0.12,1,10.872,0.12,1,10.851,0.12,1,9.16,0.411,1,8.521,0.341,1,8.113,0.341,1,7.882,0.341,1,7.741,0.341,1,7.717,0.341,1,7.01,0.341,32,7.02,0.341,32,-65.1205785053872,92.8042680038026,-2.251414
3101241000349,0.5389781,-3.5199521,0.5576,0.5647,-0.1675,639.55,761.984,0000m031_ab41,349,0.9599,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-34,-40,65,0,1,1,1,16.319,0.096,11.4,0.949,0,8,11,10.947,0,47.018,4.1372,17.902,3.024,0.245,16.34,0.213,0.261,16.334,0.406,0.122,1.398,55367.09740833,55368.08962297,55367.57847819,9999,9999,9999,9999,9999,0,0,129,10,1,0,1,0,0,16.58,0.435,2.5,0.8984,0,0,11,10.905,0,14.721,5.8919,44.169,4.097,0.158,15.411,9999,0.319,16.439,1.079,0.325,3.551,55367.09740833,55368.08962297,55367.57847819,9999,9999,9999,9999,9999,32,0,4,9,0,0,16,0,0,11.891,0.285,3.8,0.916,0,1,11,10.963,0,277.79,72.831,3309.287,28.385,5.728,12.044,0.506,0.825,12.185,0.783,0.236,2.803,55367.09740833,55368.08962297,55367.57847819,9999,9999,9999,9999,9999,0,0,2,9,0,0,16,0,0,8.415,9999,1.6,1.1,0,0,11,10.908,0,30.157,19.038,1111.279,10.332,5.409,8.229,9999,0.576,9.02,2.27,0.684,4.831,55367.09740833,55368.08962297,55367.57847819,9999,9999,9999,9999,9999,32,0,16,7,0,0,16,0,0,16.928,0.203,0,16.601,0.213,0,16.549,0.213,1,16.659,0.213,1,16.88,0.213,1,16.144,0.213,32,16.035,0.213,32,15.796,0.213,32,16.119,9999,32,15.73,9999,32,15.549,9999,32,15.399,9999,32,15.192,9999,32,14.982,9999,32,14.798,9999,32,14.612,9999,32,12.714,9999,32,12.869,0.506,0,12.312,0.506,1,11.907,0.506,1,11.62,0.506,1,11.402,0.506,1,11.221,0.506,1,11.06,0.506,1,9.361,9999,32,8.805,9999,32,8.391,9999,32,8.075,9999,32,7.766,9999,32,7.491,9999,32,7.243,9999,32,7.026,9999,32,-63.6173380900367,94.2931221828635,-13747.33
3101241000350,0.5087599,-3.7088419,0.5581,0.5719,-0.1705,718.788,267.501,0000m031_ab41,350,0.8876,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-13,83,0,0,1,0,1,16.376,0.102,10.6,0.8835,0,4,11,10.859,0,44.625,4.1989,17.882,3.113,0,16.338,0.189,0.261,16.451,0.214,0.065,0.884,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,0,0,129,10,0,0,0,0,0,15.753,0.203,5.4,0.9279,0,1,11,10.8,0,31.549,5.8845,44.211,4.058,0,15.676,0.378,0.319,15.75,0.654,0.197,3.033,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,0,0,2,10,0,0,16,0,0,12.409,9999,-1.1,1.039,0,0,11,10.698,0,-95.002,86.152,3310.122,33.137,0,11.825,9999,0.825,9999,9999,9999,1.483,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,8.821,9999,-2.5,0.7233,0,0,11,10.906,0,-58.61,23.481,1112.673,12.781,0,8.012,9999,0.576,9999,9999,9999,0.494,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,16,2,0,0,16,0,0,16.922,0.183,0,16.599,0.189,0,16.473,0.189,0,16.364,0.189,0,16.248,0.189,0,16.103,0.189,1,15.924,0.189,1,15.695,0.189,1,16.504,0.435,0,15.995,0.378,0,15.71,0.378,0,15.581,0.378,0,15.577,0.378,0,14.817,0.378,32,14.765,0.378,32,14.658,0.378,32,13.04,9999,32,12.65,9999,32,12.37,9999,32,12.18,9999,32,13.009,9999,32,11.888,9999,32,11.723,9999,32,11.573,9999,32,9.022,9999,32,8.588,9999,32,8.242,9999,32,7.949,9999,32,7.689,9999,32,7.453,9999,32,7.238,9999,32,7.04,9999,32,-63.775016655782,94.0487488384388,-13746.97
3101241000351,0.6331595,-3.6517172,0.6068,0.6102,-0.1459,393.68,416.884,0000m031_ab41,351,1.019,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-80,87,-88,2,0,0,1,16.372,0.102,10.6,0.8532,0,6,11,10.848,0,44.777,4.2272,17.941,2.88,0,16.245,0.149,0.261,16.393,0.368,0.111,1.384,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,1,0,129,10,0,0,1,0,0,16.494,0.384,2.8,0.9412,0,0,11,10.888,0,15.942,5.6427,44.08,4.004,0.278,15.541,9999,0.319,16.438,1.136,0.342,1.563,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,32,0,4,6,0,0,16,0,0,12.473,9999,-0.5,1.099,0,0,11,10.89,0,-37.821,81.236,3310.527,32.611,0,12.087,9999,0.825,14.579,9999,9999,0.445,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,8.841,0.469,2.3,1.203,0,2,11,10.882,0,46.107,19.935,1110.554,10.808,0.297,8.237,0.449,0.576,9.171,2.884,0.87,3.689,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,1,0,4,5,4,0,16,0,0,16.902,0.157,0,16.506,0.149,1,16.333,0.149,1,16.095,0.149,1,15.723,0.149,1,15.312,0.149,1,14.95,0.149,1,14.636,0.149,1,16.148,9999,32,15.86,9999,32,15.73,9999,32,15.731,9999,32,15.409,9999,32,15.122,9999,32,14.819,9999,32,14.488,9999,32,16.314,9999,32,12.912,9999,32,12.627,9999,32,12.394,9999,32,12.194,9999,32,12.014,9999,32,11.851,9999,32,11.699,9999,32,8.84,9999,32,8.813,0.449,1,8.193,0.449,1,7.814,0.449,1,7.531,0.449,1,7.27,0.449,1,7.014,0.449,1,6.802,0.449,1,-63.7766220275613,94.3579840620454,-13747.15
1601241000651,0.6415034,-2.0588453,0.9695,1.0339,-0.2685,369.536,622.469,0000m016_ab41,651,0.8588,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,8,97,36,0,3,0,1,17.024,0.177,6.1,0.8468,0,1,11,10.956,0,24.561,4.0007,18.06,2.871,0,16.915,0.397,0.261,17.053,0.305,0.092,1.45,55367.75867244,55368.75088708,55368.23369964,9999,9999,9999,9999,9999,1,0,130,9,0,0,16,0,0,16.683,0.453,2.4,0.9442,0,1,11,10.861,0,13.39,5.5925,44.355,3.912,0,15.993,0.385,0.319,17.581,3.465,1.045,3.31,55367.75867244,55368.75088708,55368.23369964,9999,9999,9999,9999,9999,1,0,4,5,1,0,16,0,0,12.245,0.395,2.8,0.8814,0,0,11,10.824,0,200.45,72.845,3326.646,31.059,0.542,11.747,0.393,0.825,12.246,1.212,0.366,1.339,55367.75867244,55368.75088708,55368.23369964,9999,9999,9999,9999,9999,1,0,4,8,0,0,16,0,0,9.043,9999,-1.1,0.7811,0,0,11,10.82,0,-20.847,19.134,1125.528,11.219,1.028,8.042,9999,0.576,9999,9999,9999,2.476,55367.75867244,55368.75088708,55368.23369964,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,17.632,0.435,1,17.176,0.397,1,16.968,0.397,1,16.957,0.397,1,16.196,0.397,32,16.158,0.397,32,16.041,0.397,32,15.824,0.397,32,16.969,0.512,1,16.312,0.385,1,15.888,0.385,1,15.568,0.385,1,15.302,0.385,1,15.105,0.385,1,14.935,0.385,1,14.687,0.385,1,13.238,0.526,1,12.572,0.393,1,12.209,0.393,1,11.99,0.393,1,11.827,0.393,1,11.677,0.393,1,11.493,0.393,1,11.247,0.393,1,9.053,9999,32,8.618,9999,32,8.271,9999,32,7.984,9999,32,7.723,9999,32,7.49,9999,32,7.276,9999,32,7.078,9999,32,-62.331551044551,95.8373629401941,-13746.53
1601241000652,0.640111,-2.2353503,1.0074,1.0317,-0.2803,373.365,160.377,0000m016_ab41,652,0.9738,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-50,25,97,1,0,2,1,16.998,0.189,5.7,0.9014,0,2,10,9.192,0,25.162,4.3891,18.007,2.841,0,16.874,0.293,0.261,17.081,1.081,0.342,2.825,55367.62636863,55368.61858328,55368.14232795,9999,9999,9999,9999,9999,1,0,130,7,2,0,16,0,0,16.136,0.295,3.7,1.021,0,0,10,9.95,0,22.155,6.0166,44.466,3.881,0,15.801,0.344,0.319,16.142,1.087,0.344,2.151,55367.62636863,55368.61858328,55368.14232795,9999,9999,9999,9999,9999,1,0,2,7,0,0,16,0,0,11.838,9999,1.8,0.9816,0,0,10,9.908,0,139.48,76.101,3325.422,29.273,0,11.79,9999,0.825,12.637,1.345,0.425,4.521,55367.62636863,55368.61858328,55368.14232795,9999,9999,9999,9999,9999,32,0,16,7,0,0,16,0,0,8.544,9999,1.1,1.012,0,0,10,9.879,0,21.002,19.794,1126.419,10.888,0.871,8.255,9999,0.576,9.826,4.047,1.28,3.305,55367.62636863,55368.61858328,55368.14232795,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,17.542,0.312,0,17.135,0.293,1,16.906,0.293,1,16.656,0.293,1,16.314,0.293,1,15.929,0.293,1,15.629,0.293,1,15.367,0.293,1,16.732,0.437,0,16.12,0.344,1,15.778,0.344,1,15.494,0.344,1,15.198,0.344,1,14.957,0.344,1,14.81,0.344,1,14.73,0.344,1,13.095,9999,32,12.615,9999,32,12.212,9999,32,11.969,9999,32,11.953,9999,32,12.027,9999,32,11.87,9999,32,11.726,9999,32,9.453,9999,32,8.831,9999,32,8.379,9999,32,8.056,9999,32,7.78,9999,32,7.503,9999,32,7.292,9999,32,7.123,9999,32,-62.4922313113802,95.6796015069352,-13746.8
1601241000653,0.5003866,-2.2629382,1.1816,1.1864,-0.272,738.915,88.242,0000m016_ab41,653,0.9592,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,81,-51,-65,1,0,0,1,17.15,0.203,5.3,0.9096,0,1,10,9.804,0,21.869,4.093,18.036,2.898,0.07,16.601,0.314,0.261,17.191,1.044,0.33,3.949,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,0,0,130,7,1,0,16,0,0,16.414,0.385,2.8,0.9604,0,0,10,9.868,0,17.162,6.0882,44.398,3.995,0,15.526,9999,0.319,16.374,1.32,0.418,1.142,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,32,0,4,5,0,0,16,0,0,12.444,9999,0.2,0.999,0,0,10,9.9,0,13.329,76.799,3326.549,31.465,0,11.793,9999,0.825,15.713,9999,9999,4.421,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,32,0,16,4,0,0,16,0,0,8.749,9999,0.5,0.9948,0,0,10,9.814,0,10.15,19.998,1124.31,10.763,0.902,8.137,9999,0.576,10.768,6.483,2.05,2.21,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,17.445,0.383,0,16.862,0.314,0,16.618,0.314,0,16.533,0.314,0,16.451,0.314,1,16.416,0.314,1,15.723,0.314,32,15.729,0.314,32,16.248,9999,32,15.845,9999,32,15.592,9999,32,15.41,9999,32,15.247,9999,32,15.109,9999,32,14.995,9999,32,14.932,9999,32,13.018,9999,32,12.618,9999,32,14.066,9999,32,12.24,9999,32,12.04,9999,32,11.859,9999,32,11.697,9999,32,11.543,9999,32,9.572,9999,32,8.713,9999,32,8.345,9999,32,8.042,9999,32,7.85,9999,32,7.651,9999,32,7.435,9999,32,7.237,9999,32,-62.4601634766443,95.379555405048,-13747.17
4601241000054,0.7098665,-5.2086592,0.1301,0.1368,-0.0278,197.155,305.216,0000m046_ab41,54,0.9695,9999,1319885694,0.173,118.3,1,14.526,0.035,14.104,0.039,13.996,0.058,-54,-14,-61,1,0,0,1,13.936,0.03,36.2,1.097,0,12,12,12.846,0,422.46,11.674,17.652,2.936,0.1,13.929,0.019,0.261,13.935,0.051,0.015,0.174,55366.56844785,55367.56066249,55367.11420625,9999,9999,9999,9999,9999,1,0,129,11,0,0,1,0,0,13.959,0.048,22.6,0.875,0,12,12,12.844,0,164.55,7.2941,43.847,3.968,0.1,13.929,0.053,0.319,13.96,0.162,0.047,0.585,55366.56844785,55367.56066249,55367.11420625,9999,9999,9999,9999,9999,1,0,1,11,0,0,1,0,0,12.541,9999,-0.1,1.038,0,0,12,12.854,0,-5.8815,76.287,3241.175,31.458,3.387,12.201,0.524,0.825,14.331,8.336,2.406,1.584,55366.56844785,55367.56066249,55367.11420625,9999,9999,9999,9999,9999,1,0,16,4,0,0,16,0,0,8.878,9999,-0.5,0.8818,0,0,12,12.985,0,-10.469,22.277,1081.463,12.031,3.375,8.508,9999,0.576,9999,9999,9999,2.811,55366.56844785,55367.56066249,55367.11420625,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,14.563,0.02,0,14.19,0.019,1,14.048,0.019,1,13.991,0.019,1,13.966,0.019,1,13.951,0.019,1,13.934,0.019,1,13.904,0.019,1,14.711,0.058,0,14.248,0.053,1,14.041,0.053,1,13.907,0.053,1,13.791,0.053,1,13.69,0.053,1,13.603,0.053,1,13.521,0.053,1,12.876,9999,32,13.026,0.524,1,12.465,0.524,1,12.056,0.524,1,11.708,0.524,1,11.417,0.524,1,11.198,0.524,1,11.039,0.524,1,9.519,9999,32,9.084,9999,32,8.744,9999,32,8.45,9999,32,8.192,9999,32,7.958,9999,32,7.743,9999,32,7.546,9999,32,-65.210782694213,92.9389182800754,0.3578745
4601241000055,0.7534978,-5.2909075,0.153,0.1539,-0.0294,83.66,89.776,0000m046_ab41,55,0.8994,9999,1319902518,0.056,0.6,1,14.766,0.032,14.273,0.043,14.162,0.057,44,35,-5,1,0,0,1,14.213,0.033,33.1,0.8589,0,12,12,12.571,0,327.19,9.8789,17.748,3.024,0,14.141,0.03,0.261,14.217,0.062,0.018,0.214,55366.56844785,55367.56078985,55367.03706089,9999,9999,9999,9999,9999,1,0,129,11,0,0,1,0,0,14.267,0.062,17.6,0.9595,0,11,12,12.428,0,123.89,7.031,44.04,4.079,0.422,14.24,0.087,0.319,14.267,0.128,0.037,1.305,55366.56844785,55367.56078985,55367.03706089,9999,9999,9999,9999,9999,1,0,1,11,0,0,1,0,0,12.602,9999,-0.1,0.9483,0,0,12,12.679,0,-10.215,72.17,3239.689,31.056,2.294,12.726,9999,0.825,9999,9999,9999,2.24,55366.56844785,55367.56078985,55367.03706089,9999,9999,9999,9999,9999,32,0,16,4,0,0,16,0,0,8.476,9999,0.9,0.8518,0,0,12,12.82,0,19.565,22.477,1080.389,11.997,3.298,8.014,9999,0.576,9.276,1.941,0.56,3.363,55366.56844785,55367.56078985,55367.03706089,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,14.792,0.032,1,14.402,0.03,1,14.212,0.03,1,14.083,0.03,1,14.004,0.03,1,13.957,0.03,1,13.918,0.03,1,13.882,0.03,1,14.993,0.093,1,14.559,0.087,1,14.353,0.087,1,14.209,0.087,1,14.115,0.087,1,14.061,0.087,1,14.029,0.087,1,14.007,0.087,1,13.363,9999,32,13.551,9999,32,13.836,9999,32,13.208,9999,32,12.253,9999,32,11.908,9999,32,11.548,9999,32,11.297,9999,32,9.064,9999,32,8.59,9999,32,8.289,9999,32,8.28,9999,32,8.004,9999,32,7.768,9999,32,7.552,9999,32,7.353,9999,32,-65.3037773468038,92.9440025330656,0.6274091
4601241000056,0.6428364,-5.2810229,0.1393,0.1395,-0.0323,372.109,115.932,0000m046_ab41,56,1.038,9999,1319885583,0.431,84.8,1,14.663,0.038,14.295,0.041,14.052,0.067,10,-16,63,0,0,0,1,14.059,0.031,35.4,1.26,0,15,15,15.467,0,376.96,10.646,17.921,3.283,0.371,13.926,0.022,0.261,14.056,0.083,0.021,0.246,55366.43614409,55367.56078985,55367.02712642,9999,9999,9999,9999,9999,0,0,129,14,0,0,1,0,0,14.061,0.05,21.6,1.066,0,15,15,15.34,0,149.78,6.9306,43.877,3.953,0.204,13.973,0.07,0.319,14.085,0.118,0.031,0.511,55366.43614409,55367.56078985,55367.02712642,9999,9999,9999,9999,9999,0,0,1,14,0,0,0,0,0,12.555,9999,0.2,0.9095,0,0,15,15.704,0,14.462,68.118,3237.352,31.534,4.045,12.183,9999,0.825,13.141,3.846,0.993,3.758,55366.43614409,55367.56078985,55367.02712642,9999,9999,9999,9999,9999,32,0,16,7,0,0,16,0,0,8.978,9999,-2.6,0.9318,0,0,15,15.732,0,-53.521,20.32,1078.647,11.901,3.197,8.622,9999,0.576,9999,9999,9999,0.506,55366.43614409,55367.56078985,55367.02712642,9999,9999,9999,9999,9999,32,0,16,1,0,0,16,0,0,14.602,0.024,0,14.187,0.022,0,14.012,0.022,1,13.901,0.022,1,13.77,0.022,1,13.595,0.022,1,13.413,0.022,1,13.267,0.022,1,14.756,0.077,0,14.292,0.07,0,14.118,0.07,1,14.051,0.07,1,13.985,0.07,1,13.866,0.07,1,13.707,0.07,1,13.572,0.07,1,13.366,9999,32,13.008,9999,32,12.734,9999,32,12.503,9999,32,12.299,9999,32,12.118,9999,32,11.95,9999,32,11.8,9999,32,9.626,9999,32,9.198,9999,32,8.858,9999,32,8.574,9999,32,8.319,9999,32,8.09,9999,32,7.88,9999,32,7.685,9999,32,-65.2455487074356,92.7190999055996,0.2364554
3101241000352,0.5278768,-3.5702691,0.5522,0.5386,-0.1267,668.633,630.265,0000m031_ab41,352,0.9341,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,33,-66,32,0,1,0,1,16.235,0.092,11.8,0.7913,0,8,12,11.806,0,50.802,4.289,17.888,3.073,0,16.14,0.156,0.261,16.22,0.368,0.106,1.741,55366.96510454,55368.08962297,55367.52736372,9999,9999,9999,9999,9999,0,0,129,11,1,0,1,0,0,16.121,0.273,4,0.8633,0,0,12,11.794,0,22.471,5.6566,44.2,4.105,0.079,16.083,0.459,0.319,16.126,0.95,0.274,3.087,55366.96510454,55368.08962297,55367.52736372,9999,9999,9999,9999,9999,0,0,2,9,0,0,16,0,0,12.183,9999,1.1,0.9589,0,0,12,11.812,0,73.6,69.325,3308.933,29.874,4.903,18.524,9999,0.825,13.362,4.766,1.376,2.867,55366.96510454,55368.08962297,55367.52736372,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,8.879,0.454,2.4,1.145,0,0,12,11.805,0,44.513,18.629,1110.969,10.432,3.969,7.876,9999,0.576,8.751,1.457,0.421,5.049,55366.96510454,55368.08962297,55367.52736372,9999,9999,9999,9999,9999,32,0,4,8,0,0,16,0,0,16.748,0.154,0,16.401,0.156,0,16.321,0.156,0,16.326,0.156,1,16.365,0.156,1,16.368,0.156,1,16.225,0.156,1,15.933,0.156,1,16.75,0.451,0,16.402,0.459,0,15.577,0.459,32,15.421,0.459,32,15.272,0.459,32,15.184,0.459,32,15.12,0.459,32,15.047,0.459,32,13.038,9999,32,19.349,9999,32,13.253,9999,32,12.159,9999,32,11.952,9999,32,11.772,9999,32,11.608,9999,32,11.455,9999,32,9.466,9999,32,8.452,9999,32,8.108,9999,32,7.813,9999,32,7.551,9999,32,7.316,9999,32,7.099,9999,32,6.9,9999,32,-63.6580761990316,94.2220857761377,-13746.41
3101241000353,0.7214649,-3.5900069,0.4944,0.4924,-0.1312,162.839,578.302,0000m031_ab41,353,0.9528,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-61,15,-17,1,0,0,1,16.18,0.088,12.4,0.8549,0,11,11,10.925,0,53.448,4.3208,17.956,2.997,0,16.027,0.151,0.261,16.19,0.15,0.045,0.427,55367.2297121,55368.22192674,55367.71078196,9999,9999,9999,9999,9999,1,0,129,10,0,0,1,0,0,15.954,0.238,4.6,0.8337,0,1,11,10.825,0,26.198,5.7394,44.112,3.988,0,15.607,0.37,0.319,15.958,0.799,0.241,2.348,55367.2297121,55368.22192674,55367.71078196,9999,9999,9999,9999,9999,1,0,2,10,0,0,16,0,0,12.205,9999,0.7,1.014,0,0,11,10.964,0,52.797,77.568,3307.632,31.045,4.73,11.757,9999,0.825,13.186,4.507,1.359,1.468,55367.2297121,55368.22192674,55367.71078196,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,8.032,0.224,4.8,1.131,0,0,11,10.856,0,97.06,20.021,1112.334,10.998,1.528,7.214,9999,0.576,8.23,0.968,0.292,2.497,55367.2297121,55368.22192674,55367.71078196,9999,9999,9999,9999,9999,32,0,2,9,0,0,16,0,0,16.697,0.159,1,16.288,0.151,1,16.082,0.151,1,15.938,0.151,1,15.869,0.151,1,15.87,0.151,1,15.872,0.151,1,15.814,0.151,1,16.582,0.483,1,15.926,0.37,1,15.471,0.37,1,15.176,0.37,1,15.005,0.37,1,14.926,0.37,1,14.913,0.37,1,14.927,0.37,1,13.213,9999,32,12.582,9999,32,12.217,9999,32,11.933,9999,32,11.768,9999,32,11.708,9999,32,11.604,9999,32,11.452,9999,32,8.224,9999,32,7.79,9999,32,7.444,9999,32,7.151,9999,32,6.89,9999,32,6.654,9999,32,6.439,9999,32,6.24,9999,32,-63.75820339521,94.597791065648,-13747.06
